TARGET_CLASS,BranchCoverage
org.apache.cassandra.cql3.Json,0.2767857142857143
org.apache.cassandra.cql3.KeyspaceElementName,1.0
org.apache.cassandra.cql3.Maps,0.21614583333333334
org.apache.cassandra.cql3.MultiColumnRelation,0.7083333333333334
org.apache.cassandra.cql3.Operation,0.3866666666666667
org.apache.cassandra.cql3.Operations,0.7878787878787878
org.apache.cassandra.cql3.QueryOptions,0.3482142857142857
org.apache.cassandra.cql3.Relation,0.953125
org.apache.cassandra.cql3.ReservedKeywords,1.0
org.apache.cassandra.cql3.ResultSet,0.5633699633699634
org.apache.cassandra.cql3.Sets,0.3913043478260869
org.apache.cassandra.cql3.SingleColumnRelation,0.6166666666666666
org.apache.cassandra.cql3.Terms,1.0
org.apache.cassandra.cql3.Tuples,0.5729166666666667
org.apache.cassandra.cql3.UntypedResultSet,0.4893617021276596
org.apache.cassandra.cql3.WhereClause,1.0
org.apache.cassandra.cql3.functions.AbstractFunction,0.6428571428571428
org.apache.cassandra.cql3.functions.AggregateFcts,0.0594059405940594
org.apache.cassandra.cql3.functions.BytesConversionFcts,0.5555555555555555
org.apache.cassandra.cql3.functions.CastFcts,0.5555555555555556
org.apache.cassandra.cql3.functions.FunctionCall,0.326530612244898
org.apache.cassandra.cql3.functions.FunctionName,0.9200000000000002
org.apache.cassandra.cql3.functions.FunctionResolver,0.23666666666666666
org.apache.cassandra.cql3.functions.NativeAggregateFunction,0.0
org.apache.cassandra.cql3.functions.SecurityThreadGroup,1.0
org.apache.cassandra.cql3.functions.TimeFcts,0.022222222222222227
org.apache.cassandra.cql3.functions.ToJsonFct,0.6666666666666666
org.apache.cassandra.cql3.functions.UDFByteCodeVerifier,0.07246376811594203
org.apache.cassandra.cql3.functions.UDFExecutorService,0.4000000000000001
org.apache.cassandra.cql3.functions.UuidFcts,0.25
org.apache.cassandra.cql3.restrictions.ClusteringColumnRestrictions,0.515625
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction,0.43512450851900397
org.apache.cassandra.cql3.restrictions.PartitionKeySingleRestrictionSet,0.3636363636363636
org.apache.cassandra.cql3.restrictions.RestrictionSet,0.7555555555555555
org.apache.cassandra.cql3.restrictions.RestrictionSetWrapper,1.0
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction,0.5911458333333334
org.apache.cassandra.cql3.restrictions.TermSlice,0.951219512195122
org.apache.cassandra.cql3.restrictions.TokenFilter,0.21226415094339623
org.apache.cassandra.cql3.restrictions.TokenRestriction,0.9239130434782609
org.apache.cassandra.cql3.selection.AbstractFunctionSelector,0.14814814814814814
org.apache.cassandra.cql3.selection.AggregateFunctionSelector,0.5
org.apache.cassandra.cql3.selection.ScalarFunctionSelector,0.95
org.apache.cassandra.cql3.selection.Selection,0.45547073791348597
org.apache.cassandra.cql3.selection.SelectorFactories,0.7638888888888888
org.apache.cassandra.cql3.statements.AlterRoleStatement,0.14814814814814814
org.apache.cassandra.cql3.statements.AuthenticationStatement,1.0
org.apache.cassandra.cql3.statements.AuthorizationStatement,0.9696969696969697
org.apache.cassandra.cql3.statements.CFStatement,0.9
org.apache.cassandra.cql3.statements.CreateRoleStatement,0.36842105263157887
org.apache.cassandra.cql3.statements.DeleteStatement,0.06976744186046513
org.apache.cassandra.cql3.statements.DropRoleStatement,0.2631578947368421
